word,reading,meaning_en,pos,common
合議審判,ごうぎしんぱん,panel hearing (esp. in family or juvenile court),n,False
事実認定,じじつにんてい,fact-finding,n,False
文書毀棄,ぶんしょきき,damaging documents,n,False
不法領得,ふほうりょうとく,illegal acquisition,n,False
墳墓発掘,ふんぼはっくつ,desecration of a tomb,n,False
死体損壊,したいそんかい,mutilation of a corpse,n,False
自殺教唆,じさつきょうさ,(crime of) instigation to suicide,n,False
告知義務,こくちぎむ,duty of disclosure,n,False
作為義務,さくいぎむ,duty of commission,n,False
債務免除,さいむめんじょ,debt relief,n,False
殺人教唆,さつじんきょうさ,instigating murder,n,False
殺人幇助,さつじんほうじょ,aiding and abetting murder,n,False
違憲判決,いけんはんけつ,ruling of unconstitutionality,n,False
違憲判断,いけんはんだん,finding of unconstitutionality,n,False
永住許可,えいじゅうきょか,permanent residence,n,False
偶発債務,ぐうはつさいむ,contingent liability,n,False
了解覚書,りょうかいおぼえがき,memorandum of understanding,n,False
証拠調べ,しょうこしらべ,examination of evidence,n,False
強盗致死,ごうとうちし,robbery resulting in death,n,False
行政事件,ぎょうせいじけん,administrative case,n,False
二重処罰,にじゅうしょばつ,double jeopardy,n,False
請負契約,うけおいけいやく,contract agreement,n,False
あはき法,あはきほう,"Act on Practitioners of Massage, Shiatsu, Acupuncture, Moxibustion and others (December 20, 1947)",n,False
差し押さえ,さしおさえ,seizure,"n,vs,vt",False
遺言執行者,いごんしっこうしゃ,executor (of a will),n,False
麻薬取締法,まやくとりしまりほう,Narcotics Control Act,n,False
読み替える,よみかえる,"to change the language or wording (of a provision, etc.)","v1,vt",False
準禁治産者,じゅんきんちさんしゃ,quasi-incompetent person,n,False
建築基準法,けんちくきじゅんほう,Building Standards Act,n,False
健康保険法,けんこうほけんほう,Health Insurance Act,n,False
日本国憲法,にほんこくけんぽう,Constitution of Japan,n,False
人身保護法,じんしんほごほう,Act on Protection of Personal Liberty,n,False
治安維持法,ちあんいじほう,Peace Preservation Act,n,False
裁判官忌避,さいばんかんきひ,challenging a judge,n,False
情報公開法,じょうほうこうかいほう,Freedom of Information Act,n,False
売春防止法,ばいしゅんぼうしほう,Anti-Prostitution Act,n,False
学校教育法,がっこうきょういくほう,School Education Act,n,False
教育基本法,きょういくきほんほう,Basic Act on Education,n,False
市街化区域,しがいかくいき,area zoned for urbanization (urbanisation),n,False
道路交通法,どうろこうつうほう,Road Traffic Act,n,False
労働組合法,ろうどうくみあいほう,Labor Union Act,n,False
戦時国際法,せんじこくさいほう,international law in time of war,n,False
刑事訴訟法,けいじそしょうほう,Code of Criminal Procedure,n,False
生活保護法,せいかつほごほう,Public Assistance Act,n,False
食品衛生法,しょくひんえいせいほう,Food Sanitation Act,n,False
第一級殺人,だいいっきゅうさつじん,"first-degree murder (in US, etc. law)",n,False
連帯保証人,れんたいほしょうにん,joint surety,n,False
公職選挙法,こうしょくせんきょほう,Public Offices Election Act,n,False
推定相続人,すいていそうぞくにん,presumptive heir,n,False
契約不履行,けいやくふりこう,nonfulfillment of a contract,n,False
計画的犯行,けいかくてきはんこう,premeditated crime,n,False
未必の故意,みひつのこい,conscious neglect,"exp,n",False
一事不再理,いちじふさいり,prohibition against double jeopardy,n,False
予防接種法,よぼうせっしゅほう,Immunization Act,n,False
不逮捕特権,ふたいほとっけん,"immunity from arrest (for Diet members, foreign diplomats, etc.)",n,False
重要参考人,じゅうようさんこうにん,important witness,n,False
地方自治法,ちほうじちほう,Local Autonomy Act,n,False
アイヌ新法,アイヌしんぽう,"New Ainu Law (aimed at promoting and protecting Ainu culture; 1997, 2019)",n,False
船舶安全法,せんぱくあんぜんほう,Ship Safety Act,n,False
異議申立て,いぎもうしたて,formal objection,n,False
国民保護法,こくみんほごほう,Civil Protection Act,n,False
外来生物法,がいらいせいぶつほう,Invasive Alien Species Act,n,False
恒久的施設,こうきゅうてきしせつ,permanent establishment (in tax law),n,False
行政手続法,ぎょうせいてつづきほう,Administrative Procedure Act,n,False
介護保険法,かいごほけんほう,Long-Term Care Insurance Act,n,False
国民徴用令,こくみんちょうようれい,National Requisition Ordinance (1939),n,False
児童福祉法,じどうふくしほう,Child Welfare Act,n,False
入国管理法,にゅうこくかんりほう,Immigration Control and Refugee Recognition Act,n,False
大麻取締法,たいまとりしまりほう,Cannabis Control Act,n,False
景品表示法,けいひんひょうじほう,Act against Unjustifiable Premiums and Misleading Representations,n,False
法的拘束力,ほうてきこうそくりょく,legal binding force,n,False
傷害致死罪,しょうがいちしざい,(crime of) inflicting bodily injury resulting in death,n,False
成年後見人,せいねんこうけんにん,adult guardian,n,False
日本銀行法,にほんぎんこうほう,Bank of Japan Act,n,False
電磁的記録,でんじてききろく,electromagnetic record,n,False
法定相続人,ほうていそうぞくにん,legal heir,n,False
不服申立て,ふふくもうしたて,petitioning (an administration) for redress,n,False
管轄裁判所,かんかつさいばんしょ,competent court,n,False
無害通航権,むがいつうこうけん,the right of innocent passage,n,False
不完全履行,ふかんぜんりこう,defective performance,n,False
土地改良法,とちかいりょうほう,Land Improvement Act,n,False
