word,reading,meaning_en,pos,common
消炎,しょうえん,anti-inflammatory (substance),"n,adj-f",False
遠位,えんい,distal,"adj-no,n",False
肘頭,ひじがしら,olecranon,n,False
滑膜,かつまく,synovial membrane,n,False
膿盆,のうぼん,kidney dish,n,False
鼻尖,びせん,apex of nose,n,False
ＡＳ,エー・エス,Asperger syndrome,n,False
副乳,ふくにゅう,supernumerary nipple,n,False
点耳,てんじ,administration of ear drops,"n,vs,vt",False
強毒,きょうどく,high toxicity,n,False
全摘,ぜんてき,complete removal,"n,vs,vt",False
肢位,しい,"body joints position (leg, foot, etc.)",n,False
心マ,しんマ,cardiac massage,n,False
ＯＤ,オー・ディー,orthostatic intolerance,n,False
小管,しょうかん,canaliculus,n,False
毛孔,もうこう,pore (of the skin),n,False
ＣＳ,シー・エス,multiple chemical sensitivity,n,False
外膜,がいまく,adventitia,n,False
右室,うしつ,right ventricle,"n,adj-f",False
頻拍,ひんぱく,tachycardia,n,False
甲介,こうかい,concha,n,False
抜管,ばっかん,extubation,"n,vs,vt,vi",False
臍炎,さいえん,omphalitis,n,False
索痕,さっこん,ligature mark,n,False
索溝,さくこう,ligature mark,n,False
心炎,しんえん,carditis,n,False
灌注,かんちゅう,irrigation,"n,vs",False
雁瘡,がんがさ,ecthyma,n,False
膿瘡,のうそう,ecthyma,n,False
口部,こうぶ,oral region,n,False
老嚥,ろうえん,presbyphagia,n,False
直筋,ちょっきん,rectus muscle,"n,n-suf",False
病相,びょうそう,episode (of a mental illness),n,False
笑筋,しょうきん,risorius muscle,n,False
洗薬,せんやく,wash,n,False
精糸,せいし,spermatic cord,n,False
胃底,いてい,gastric fundus,n,False
酸血,さんけつ,acidemia,n,False
ＭＥ,エム・イー,myalgic encephalomyelitis,n,False
脈圧,みゃくあつ,pulse pressure,n,False
夢遊,むゆう,sleepwalking,"n,vs,vi",False
創口,そうこう,opening of a wound,n,False
著変,ちょへん,marked change (of a patient's condition),n,False
麻疹,ましん,measles,n,False
肩骨,けんこつ,shoulder blade,n,False
膝蓋,しつがい,patella,n,False
晩発,ばんぱつ,delayed onset (of an illness or its symptoms),"n,vs,vi",False
尿量,にょうりょう,urine volume,n,False
顔筋,がんきん,facial muscles,n,False
触毛,しょくもう,vibrissa,n,False
外旋,がいせん,external rotation (of a limb towards the outside of the body),n,False
くる病,くるびょう,rickets,n,False
ＣＴＳ,シー・ティー・エス,carpal tunnel syndrome,n,False
