word,reading,meaning_en,pos,common
無為無策,むいむさく,"do-nothing, plan-nothing (government, etc.)",n,False
無我夢中,むがむちゅう,losing oneself (in),n,False
無事息災,ぶじそくさい,safe and healthy,n,False
無知蒙昧,むちもうまい,unenlightened,"adj-na,n",False
無二無三,むにむさん,in earnest,"n,adj-no",False
無味乾燥,むみかんそう,dull,"adj-na,n",False
無欲恬淡,むよくてんたん,indifferent to worldly gain,"adj-na,adj-no,adj-t,adv-to,n",False
無理算段,むりさんだん,scraping together (a sum of money),"n,vs,vi",False
無理難題,むりなんだい,unreasonable demand,n,False
免許皆伝,めんきょかいでん,possessing full mastery of an art (e.g. Judo),n,False
面従腹背,めんじゅうふくはい,pretending to obey but secretly betraying (someone),n,False
問答無用,もんどうむよう,there being no use in arguing (about it),n,False
門外不出,もんがいふしゅつ,(treasuring something by) never taking (it) off the premises,"n,adj-no",False
夜郎自大,やろうじだい,throwing one's weight around without knowing one's limitations,"n,adj-na",False
油断大敵,ゆだんたいてき,don't let your guard down,exp,False
唯一無二,ゆいいつむに,one and only,"adj-no,adj-na,n",False
唯我独尊,ゆいがどくそん,"throughout heaven and earth, I alone am the honored one",n,False
優勝劣敗,ゆうしょうれっぱい,survival of the fittest,n,False
勇往邁進,ゆうおうまいしん,dash and go,"n,vs",False
悠々自適,ゆうゆうじてき,living a life of leisure with dignity,"adj-na,adj-no,n,vs,vi",False
有為転変,ういてんぺん,mutability (of worldly affairs),"n,adj-no",False
有害無益,ゆうがいむえき,more harm than good,n,False
有名無実,ゆうめいむじつ,in name but not in reality,"adj-na,adj-no,n",False
余韻嫋々,よいんじょうじょう,(sound) lingering in the air,"adj-no,adj-t,adv-to",False
余裕綽々,よゆうしゃくしゃく,calm and collected,"adj-na,adj-no,adj-t,adv-to",False
用意周到,よういしゅうとう,very careful,"adj-na,n",False
羊頭狗肉,ようとうくにく,crying wine and selling vinegar,exp,False
落花狼藉,らっかろうぜき,running amok,n,False
理非曲直,りひきょくちょく,the rights and wrongs (of a case),n,False
率先躬行,そっせんきゅうこう,taking a lead in (doing),n,False
流言飛語,りゅうげんひご,false rumour (rumor),n,False
